ip,asn,asn_description,country,network_name
126.65.195.59,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
75.91.36.112,7029,"WINDSTREAM, US",,75-91-32-0
138.51.206.204,239,"UTORONTO-AS, CA",,CA-NET
110.85.241.116,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-FJ
1.242.214.64,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
214.100.182.89,749,"DNIC-AS-00749, US",,DNIC-NET-214
160.64.23.5,NA,NA,AU,AUSDEFENCE
112.113.75.114,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-YN
192.143.147.56,37611,"Afrihost, ZA",ZA,
187.204.160.103,8151,"UNINET, MX",,187.204.0.0 - 187.204.255.255
131.243.43.23,16,"LBL, US",,LBL-IP-NET2
144.11.15.36,749,"DNIC-AS-00749, US",,CLOUD-SVCS-144-011-000
79.160.22.60,29695,"ALTIBOX_AS Norway, NO",NO,NO-LYSE-CUSTOMER-RESIDENTIAL-LINKNETS
198.64.163.216,2914,"NTT-DATA-2914, US",,NTTA-198-63
149.10.27.143,397733,"AS-NYSED, US",,NYSED
133.187.145.80,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,JPNIC-NET-JP-ERX
206.177.164.82,NA,NA,,CTS001
103.142.155.104,139182,"ABCLIFE-NET ABC Life Insurance Co., Ltd, CN",CN,ABCLIFE-NET
204.102.9.181,2152,"CENIC-2152, US",,CSU-MAGNOLIA-9
61.230.122.118,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
223.75.147.66,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
19.116.254.94,NA,NA,,FINET
122.156.226.212,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,DQ-TIAN-XIN-NETBAR
49.147.71.120,9299,"IPG-AS-AP Philippine Long Distance Telephone Company, PH",PH,Residential_DSL
159.233.43.139,13829,"PIMACOUNTY, US",,PIMACO
20.214.48.165,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
79.107.13.139,25472,"WIND-AS, GR",GR,Tellas-NET
153.245.168.215,4713,"OCN NTT Communications Corporation, JP",JP,OCN
160.120.123.241,29571,"ORANGE-COTE-IVOIRE, CI",CI,
203.67.253.214,4780,"SEEDNET Digital United Inc., TW",TW,SEEDNET
14.191.22.88,45899,"VNPT-AS-VN VNPT Corp, VN",VN,VNPT-VN
182.63.221.22,4818,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DIGI-MY
207.68.214.102,13765,"NEDELCO, US",,NCTCNET
184.250.164.26,NA,NA,,XX
185.127.254.1,203659,"PROVENDO, NO",NO,NO-PROVENDO-20151124
113.252.132.144,9304,"HUTCHISON-AS-AP HGC Global Communications Limited, HK",HK,HGCGLOBAL-HK
54.245.48.147,16509,"AMAZON-02, US",,AMAZO-ZPDX1
12.79.150.6,7018,"ATT-INTERNET4, US",,ATT-NET-12-78-0-0
213.163.204.181,202053,"UPCLOUD, FI",SG,UPCLOUD-SG-SIN1-NET
9.206.107.104,NA,NA,,IBM
121.126.49.231,4766,"KIXS-AS-KR Korea Telecom, KR",KR,HAIONNET-KR
171.8.241.229,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-HA
213.208.232.10,8220,"COLT COLT Technology Services Group Limited, GB",NL,NET-NL-CTAC-Main-DTC
206.129.50.195,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVIXA-NET3
89.117.80.148,13213,"UK2NET-AS, GB",IE,NET-89-117-80-0-24
154.3.122.98,174,"COGENT-174, US",,COGENT-154-3-16
49.79.215.150,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-JS
175.1.32.162,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-HN
155.200.225.149,NA,NA,,FIDELITY3
45.31.114.40,7018,"ATT-INTERNET4, US",,SIS-80-11-25-2014
213.155.213.133,12389,"ROSTELECOM-AS PJSC Rostelecom. Technical Team, RU",RU,BRSI-RU-NET-9
159.202.213.35,NA,NA,,IDSCORPNET
171.71.95.86,109,"CISCOSYSTEMS, US",,CISCOS-2
42.152.136.87,NA,NA,MY,TTSSB-MY
192.201.77.129,NA,NA,,MCI-TEXAS
201.37.209.70,NA,NA,BR,55443
192.169.198.200,398101,"GO-DADDY-COM-LLC, US",,GO-DADDY-COM-LLC
220.109.187.138,4713,"OCN NTT Communications Corporation, JP",JP,PLALA
169.132.221.229,7270,"NET2PHONE, US",,IDT2
212.216.165.0,3269,"ASN-IBSNAZ, IT",IT,TIN
191.127.32.103,7418,"TELEFONICA CHILE S.A., CL",,191.124.0.0 - 191.127.255.255
39.97.67.107,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",CN,ALISOFT
142.68.52.21,855,"CANET-ASN-4, CA",,ALIANT-TEL-142-68
154.12.229.189,40021,"NL-811-40021, US",,COGENT-154-12-16
8.230.174.115,3356,"LEVEL3, US",,GOOGL-2
159.9.132.221,NA,NA,,EPNG
214.175.51.86,749,"DNIC-AS-00749, US",,DNIC-NET-214
190.79.90.63,8048,"CANTV Servicios, Venezuela, VE",,190.78.0.0 - 190.79.255.255
161.20.99.85,NA,NA,CH,SBC1
138.158.103.183,721,"DNIC-ASBLK-00721-00726, US",,DISN-IP-RESERVE-1-0
198.65.249.185,2914,"NTT-DATA-2914, US",,NTTA-198-63
191.216.245.139,8167,"V tal, BR",,GCSA-20
135.208.190.49,NA,NA,,ATT-135-197-219-B
105.221.101.87,16637,"MTNNS-AS, ZA",ZA,ORG-VSA1-AFRINIC
158.216.223.87,NA,NA,CH,CSG
122.130.253.253,2518,"BIGLOBE BIGLOBE Inc., JP",JP,BIGLOBE-14
197.131.56.59,6713,"IAM-AS, MA",MA,
176.150.209.170,5410,"BOUYGTEL-ISP, FR",FR,BOUYGTEL-ISP-WIRELINE
211.164.142.70,NA,NA,CN,YXWGNET
34.158.214.219,15169,"GOOGLE, US",,GOOGL-2
81.80.63.26,3215,"France Telecom - Orange, FR",FR,FR-TELECOM-20020326
19.36.178.131,NA,NA,,FINET
183.8.173.27,134774,"CHINANET-GUANGDONG-SHENZHEN-MAN CHINANET Guangdong province Shenzhen MAN network, CN",CN,CHINANET-GD
214.180.20.105,749,"DNIC-AS-00749, US",,DNIC-NET-214
192.174.200.90,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,SINET-CIDR-BLK-JP
203.156.110.124,55423,"JASTEL-NETWORK-TH-IDC-AP JasTel Network, TH",TH,CUST-COPP-JASTEL
213.58.244.46,9186,"ONI Lisbon, Portugal., PT",PT,PT-ONITELECOM-19991022
193.40.53.237,3221,"EENET-AS, EE",EE,EENET-53
109.168.162.137,12683,"STATEL-AS PJSC Rostelecom. Stavropol branch, RU",RU,Macroregional_South
155.199.14.38,NA,NA,,FIDELITYINTL
135.191.226.192,NA,NA,,ATT-135-186-195-B
186.171.117.129,3816,"COLOMBIA TELECOMUNICACIONES S.A. ESP BIC, CO",,186.170.0.0 - 186.171.255.255
153.137.68.87,4713,"OCN NTT Communications Corporation, JP",JP,OCN
185.128.169.100,6739,"ONO-AS Cableuropa - ONO, ES",ES,ES-GPTU-20151126
194.25.131.89,3320,"DTAG Internet service provider operations, DE",DE,DE-TELEKOM-950221
73.120.171.47,7922,"COMCAST-7922, US",,LAKE-COUNTY-21
196.76.4.189,6713,"IAM-AS, MA",MA,
212.149.191.97,16086,"DNA, FI",FI,DNA-BB-230621
221.13.193.25,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HA
92.43.167.167,62340,"INFOTELECOM-SP-AS, RU",RU,RU-INFOTELECOM-201602
215.123.200.213,749,"DNIC-AS-00749, US",,DNIC-NET-215
14.100.45.162,9506,"SINGTEL-FIBRE Singtel Fibre Broadband, SG",SG,SINGTEL-FIBRE-14-100-45-0
200.166.58.127,4230,"CLARO S.A., BR",BR,11469
179.204.31.117,26615,"TIM SA, BR",BR,199762
54.167.101.144,14618,"AMAZON-AES, US",,AMAZON
155.159.171.61,137951,"ASLINE-AS-AP ASLINE LIMITED, HK",ZA,ORG-SCS1-AFRINIC
22.118.143.168,749,"DNIC-AS-00749, US",,DNIC-SNET-022
85.242.79.60,3243,"MEO-RESIDENCIAL, PT",PT,MEO-BROADBAND
219.246.170.182,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,CERNET-CN
144.223.217.66,174,"COGENT-174, US",,SPRINT-INNET
40.215.218.219,NA,NA,,LILLY-NET
182.69.42.86,24560,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services, IN",IN,ABTS-DSL-DEL
200.66.198.178,8151,"UNINET, MX",,200.66.198.0 - 200.66.198.255
85.106.255.199,9121,"TTNET, TR",tr,TurkTelekom
206.22.20.127,NA,NA,,ADS-17
213.69.93.194,702,"UUNET, US",DE,DE-EUNET-19991229
90.87.214.38,3215,"France Telecom - Orange, FR",FR,IP2000-ADSL-BAS
134.180.150.148,2519,"VECTANT ARTERIA Networks Corporation, JP",JP,SANNET
75.194.166.63,6167,"CELLCO-PART, US",,WIRELESSDATANEWORK
106.71.105.190,4804,"MPX-AS Microplex PTY LTD, AU",AU,OPTUSINTERNET-AU
189.126.26.60,28573,"Claro NXT Telecomunicacoes Ltda, BR",BR,115726
219.116.212.85,NA,NA,JP,GMO-BRS-CIDR-BLK-JP
200.120.104.167,22047,"VTR BANDA ANCHA S.A., CL",,200.120.0.0 - 200.120.127.255
194.119.44.153,NA,NA,FR,NET-FR-SG-CORP-3
163.83.177.63,NA,NA,FR,EDF-NET05g
171.87.3.18,4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,BEJET
90.90.86.50,3215,"France Telecom - Orange, FR",FR,IP2000-ADSL-BAS
26.98.66.202,749,"DNIC-AS-00749, US",,DISANET26
55.63.214.255,306,"DNIC-ASBLK-00306-00371, US",,CONUS-RCAS
55.244.141.107,721,"DNIC-ASBLK-00721-00726, US",,CONUS-RCAS
71.100.12.77,701,"UUNET, US",,VIS-71-96
182.249.37.213,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-NET
69.75.145.184,20001,"TWC-20001-PACWEST, US",,RRWE
176.169.171.29,5410,"BOUYGTEL-ISP, FR",FR,BOUYGTEL
214.231.195.10,749,"DNIC-AS-00749, US",,DNIC-NET-214
161.49.105.14,17639,"CONVERGE-AS Converge ICT Solutions Inc., PH",PH,CONVERGE_ICT_SOLUTION_INC
55.53.97.247,328,"DNIC-ASBLK-00306-00371, US",,CONUS-RCAS
152.85.39.117,10384,"TVA, US",,TVA-85
146.57.54.63,217,"UMN-SYSTEM, US",,UMN-MRS-NET
153.209.204.124,4713,"OCN NTT Communications Corporation, JP",JP,OCN
36.247.195.19,17676,"GIGAINFRA SoftBank Corp., JP",JP,SOFTBANK-JP
222.16.26.21,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,GZR-CERNET
208.158.197.163,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVVIS-BLK75
40.230.231.90,NA,NA,,ORACLE-4
107.33.247.175,NA,NA,GB,UK-MICROSOFT-20101110
59.50.154.80,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,Hainan-TELECOM
194.204.97.154,15735,"DATASTREAM-NET, MT",MT,WALDONET
190.123.178.158,22313,"Supercable, VE",,190.123.176.0 - 190.123.191.255
212.127.65.21,15851,"WASK-COM WROCMAN-COM non-educational part of WASK network, Wroclaw,Poland, PL",PL,WASK-WCSS-NET
180.190.238.193,132199,"GLOBE-MOBILE-5TH-GEN-AS Globe Telecom Inc., PH",PH,GBB-VISMIN-IP-POOL
198.171.159.253,2914,"NTT-DATA-2914, US",,NTTA-198-170
216.246.34.217,23352,"SERVERCENTRAL, US",,SL-2063
173.210.80.13,7029,"WINDSTREAM, US",,ONECOM-173-210
48.23.49.25,NA,NA,,PRU48
171.74.233.34,19229,"IFOXNETODPD-ENSONO-DCCS, US",,ENSONO-DCCS-171-74
210.88.93.86,NA,NA,JP,IIJGS
192.75.132.147,NA,NA,,ONTHYD72
200.224.56.171,16509,"AMAZON-02, US",US,A100-ROW-Inc
3.110.178.115,16509,"AMAZON-02, US",,AMAZON-BOM
25.64.136.7,NA,NA,GB,UK-MOD-19850128
162.48.232.113,NA,NA,,WRNL-PDVS
144.122.113.107,1967,"METU-NET Middle East Technical University Orta Dogu Teknik Universitesi, EU",TR,METU-NET
193.237.75.131,5378,"Vodafone, GB",GB,VODAFONE-FIXED-IP
44.196.122.223,14618,"AMAZON-AES, US",,AMAZON-IAD
194.128.111.48,702,"UUNET, US",GB,UK-PIPEX-194-128-131
91.87.39.210,47377,"ORANGE_BELGIUM_SA New company name is Orange Belgium SA, BE",BE,MOBISTAR-xDSL-BUS-FIXNET
222.136.103.138,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HA
53.101.179.228,31399,"DAIMLER-AS ITTTN Global Network, DE",DE,MERCEDES-BENZ-NET1
162.167.91.237,21928,"T-MOBILE-AS21928, US",,CORE
200.10.116.141,10834,"Telefonica de Argentina, AR",,200.10.96.0 - 200.10.127.255
212.197.207.93,NA,NA,FR,FR-BOURSE-CONNECT-20000825
44.215.233.134,14618,"AMAZON-AES, US",,AMAZON-IAD
164.132.249.98,16276,"OVH, FR",FR,OVH_443097555
73.228.245.253,7922,"COMCAST-7922, US",,MINNESOTA-38
158.88.80.4,NA,NA,,KYN-POP-EXT
166.187.110.167,20057,"ATT-MOBILITY-LLC-AS20057, US",,AEL-360
219.91.113.234,131627,"PEICITY-AS-TW Peicity Digital Cable Television., LTD, TW",TW,APOL
195.80.117.92,8240,"AS8240 RIA Autonomous System, EE",EE,RV-TLN
69.54.184.109,26129,"HOLLYWOOD-CENTER, US",,HCS-CORP-NET
175.220.101.254,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
222.176.196.148,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-CQ
30.93.255.128,749,"DNIC-AS-00749, US",,DNIC-NET-030
192.185.139.120,19871,"NETWORK-SOLUTIONS-HOSTING, US",,HGBLOCK-10
155.65.115.77,36291,"SANOFI, US",,SANOFI
223.42.104.226,9644,"SKTELECOM-NET-AS SK Telecom, KR",KR,SK-TELECOM-NET-KR
121.123.119.95,9534,"MAXIS-AS1-AP Binariang Berhad, MY",MY,MAXISNET-3G
82.191.13.223,3269,"ASN-IBSNAZ, IT",IT,INTERBUSINESS
75.35.128.246,7018,"ATT-INTERNET4, US",,SBCIS-SBIS-6BLK
135.215.167.169,NA,NA,,ATT-135-197-219-B
196.86.85.86,6713,"IAM-AS, MA",MA,
179.92.201.122,26599,"TELEFONICA BRASIL S.A, BR",BR,341015
194.98.198.5,702,"UUNET, US",FR,MOSAIC-TRAINING-NET1
85.125.192.209,8412,"TMA Magenta Telekom, AT",AT,AURA
157.166.70.100,NA,NA,,WBD-157-166
77.52.83.104,21497,"UMC-AS, UA",UA,UMC-CUSTOMER-NET2
30.206.148.224,749,"DNIC-AS-00749, US",,DNIC-NET-030
164.167.123.39,5972,"DNIC-ASBLK-05800-06055, US",,TIDEMEDNET
207.206.190.40,5656,"ACCESSUS-DOM, US",,ACCESSUS-1
97.254.130.142,22394,"CELLCO, US",,WIRELESSDATANETWORK
196.77.108.114,36903,"MT-MPLS, MA",MA,
195.175.223.26,9121,"TTNET, TR",tr,TTNET
176.146.127.8,5410,"BOUYGTEL-ISP, FR",FR,BOUYGTEL-ISP-WIRELINE
187.6.226.176,8167,"V tal, BR",BR,516134
192.78.71.44,NA,NA,,ESLAC-Z
220.47.117.37,NA,NA,JP,BBTECH
102.197.106.182,NA,NA,MU,ORG-AFNC1-AFRINIC
215.47.247.89,749,"DNIC-AS-00749, US",,DNIC-NET-215
209.135.141.91,6428,"CDM, US",,INLINK97
48.62.162.130,NA,NA,,PRU48
109.24.73.188,15557,"LDCOMNET --- I3Dnet ---, FR",fr,N9UF-INFRA
3.19.138.193,16509,"AMAZON-02, US",,AT-88-Z
223.249.96.166,9812,"CNNIC-CN-COLNET Oriental Cable Network Co., Ltd., CN",CN,COLNET
168.203.60.62,NA,NA,,MS-820
199.231.134.214,20021,"LNH-INC, US",,LOUISVILLE-199-231-128-0
212.150.219.215,1680,"NV-ASN CELLCOM ltd., IL",IL,Kineret
147.99.147.140,2200,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",FR,FR-INRAE-147-99
136.174.77.216,22498,"PINELLAS-COUNTY, US",,PINELLAS
206.96.198.36,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVVIS-BLK156
221.189.91.85,4713,"OCN NTT Communications Corporation, JP",JP,OCN
191.210.76.240,26599,"TELEFONICA BRASIL S.A, BR",BR,216347
157.228.207.87,786,"JANET Jisc Services Limited, GB",GB,SUNDERLAND
68.89.200.54,7018,"ATT-INTERNET4, US",,SBC068089200000030702
207.248.201.93,27901,"Pacifico Cable SPA., CL",,207.248.192.0 - 207.248.223.255
135.112.141.108,NA,NA,GB,UK-MICROSOFT-19960430
90.191.24.218,3249,"ESTPAK, EE",EE,EE-ESTPAK
74.62.187.106,20001,"TWC-20001-PACWEST, US",,NET-74-62-187-0-1
177.96.168.203,18881,"TELEFONICA BRASIL S.A, BR",BR,171908
14.177.229.24,45899,"VNPT-AS-VN VNPT Corp, VN",VN,VNPT-VN
151.43.143.173,1267,"ASN-WINDTRE IUNET, IT",IT,WIND
192.93.103.192,NA,NA,FR,FNET-MATRATR
169.148.198.30,NA,NA,,ELFATONANET
211.95.105.26,17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,CNNIC
182.39.51.180,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-SD
58.117.186.160,4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,BJENET
16.205.93.155,NA,NA,,ORACLE-4
156.230.224.232,400463,"DYNANODE-ASN-01, US",US,
33.173.21.176,749,"DNIC-AS-00749, US",,DISN-IP-LEGACY
180.207.228.142,NA,NA,TW,TAIWANMOBILE-NET
58.187.203.238,18403,"FPT-AS-AP FPT Telecom Company, VN",VN,FPTDYNAMICIP-NET
80.154.176.106,3320,"DTAG Internet service provider operations, DE",DE,DE-TELEKOM-20010806
154.189.19.1,8452,"TE-AS TE-AS, EG",EG,
168.19.74.207,3479,"PEACHNET-AS3479, US",,NETBLK-PEACHNETB-BLK2
190.166.195.227,6400,"Compania Dominicana de Telefonos S. A., DO",,190.166.128.0 - 190.166.255.255
198.134.82.209,NA,NA,,NETBLK-POS
203.129.34.155,7718,"TRANSACT-SDN-AS TransACT Capital Communications Pty Limited, AU",AU,IINET-AU
130.197.123.116,NA,NA,,CECO-NET
203.8.225.72,NA,NA,AU,APNIC-AP
161.168.122.166,32851,"WAL-MART-2, US",,WAL-MART-6
174.239.43.165,6167,"CELLCO-PART, US",,WIRELESSDATANETWORK
221.77.234.191,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
216.252.58.235,11492,"CABLEONE, US",,NEWWAVE-IN-1
148.157.78.214,NA,NA,,CENTURYLINK-LEGACY-QWEST-IT-BLK-5
17.126.160.82,714,"APPLE-ENGINEERING, US",,APPLE-WWNET
56.37.122.124,NA,NA,,USPS1
223.172.50.213,17853,"LGTELECOM-AS-KR LGTELECOM, KR",KR,LGTELECOM-KR
134.194.100.55,289,"DNIC-AS-00289, US",,ATCNET
199.56.70.69,749,"DNIC-AS-00749, US",,DNIC-NETBLK-199-054
182.62.62.247,4818,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DIGI-MY
203.26.224.113,NA,NA,CN,CHINANET-FJ
220.134.70.225,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
193.208.41.8,1759,"TSF-IP-CORE Telia Finland Oyj, FI",FI,TELIA-FI-B2B-NET
62.136.207.63,NA,NA,GB,UK-VODAFONE-WORLDWIDE-970506
154.2.53.172,NA,NA,,SCS-367
149.70.81.254,46887,"CROWNCASTLE-AS46887, US",,BANKST-NET
216.207.74.108,209,"CENTURYLINK-US-LEGACY-QWEST, US",,CENTURYLINK-LEGACY-QWEST-INET-7
137.4.49.220,367,"DNIC-ASBLK-00306-00371, US",,CHARLESTON
86.220.173.231,3215,"France Telecom - Orange, FR",FR,IP2000-ADSL-BAS
131.120.24.247,668,"DNIC-AS-00668, US",,NPSNET
198.161.30.161,27275,"TBC, CA",,NETBLK-BANFFCENT-AB
193.105.188.215,3170,"VELOXSERV, GB",GB,UK-VELOXSERV-20100309
14.99.197.165,45820,"TTSL-MEISISP Tata Teleservices ISP AS, IN",IN,TATAINDICOM-IN
147.58.138.9,367,"DNIC-ASBLK-00306-00371, US",,REDRIVER-NET
150.241.14.46,207714,"TECNALIA, ES",ES,TECNALIA
9.181.126.131,NA,NA,,IBM
42.56.197.28,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-LN
60.185.220.110,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-ZJ-ZS
197.215.95.123,37164,"ZAIN-, SL",US,
73.207.50.204,7922,"COMCAST-7922, US",,ATLANTA-CPE-27
118.86.255.225,4721,"JCN JCOM Co., Ltd., JP",JP,JCOM-NET
204.25.169.1,13325,"STOMI, US",,STATEMINET
197.0.190.9,37705,"TOPNET, TN",TN,ORG-ATIA2-AFRINIC
205.78.220.65,721,"DNIC-ASBLK-00721-00726, US",,NETBLK-NIC-BLK1
209.88.54.109,16509,"AMAZON-02, US",,AMAZO-4
199.248.112.76,16799,"PAYMASTER, US",,HAEFCU
133.107.85.58,NA,NA,JP,JPNIC-NET-JP-ERX
148.29.236.30,NA,NA,,DNIC-SNET-148-010
219.22.227.240,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTECH
11.127.165.122,749,"DNIC-AS-00749, US",,DODIIS
187.242.152.253,13999,"Mega Cable, S.A. de C.V., MX",,187.240.0.0 - 187.247.255.255
77.19.151.241,2119,"TELENOR-NEXTEL Telenor Norge AS, NO",NO,NO-MOBIL-BROADBAND-2
199.75.68.175,3356,"LEVEL3, US",,LVLT-ORG-199-75
195.170.254.42,5386,"COSMOS-SN-AS SpaceNet, RU",RU,MPF-NET
187.123.228.221,28573,"Claro NXT Telecomunicacoes Ltda, BR",BR,266384
195.255.219.210,719,"ELISA-AS ELISA OYJ, FI",FI,FI-ELISA-19980115
174.17.111.32,209,"CENTURYLINK-US-LEGACY-QWEST, US",,CENTURYLINK-LEGACY-QWEST-INET-127
2.78.245.183,29355,"KCELL-AS, KZ",KZ,KCELL-GPRS-SUBSCRIBERS
22.81.204.212,749,"DNIC-AS-00749, US",,DNIC-SNET-022
221.143.137.217,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
213.246.246.180,8220,"COLT COLT Technology Services Group Limited, GB",BE,UK-COLT-20030319
69.112.101.110,6128,"CABLE-NET-1, US",,OOL-CPE-FFLDCT-69-112-100-0-22
160.122.59.84,NA,NA,ZA,ORG-TL1-AFRINIC
54.147.88.209,14618,"AMAZON-AES, US",,AMAZON-IAD
158.252.64.11,16509,"AMAZON-02, US",,AMAZON-DXB
218.227.191.166,2518,"BIGLOBE BIGLOBE Inc., JP",JP,BIGLOBE-5
192.244.82.12,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,ANCT-CIDR-BLK-JP
7.43.245.221,749,"DNIC-AS-00749, US",,DISANET7
216.60.211.6,7018,"ATT-INTERNET4, US",,SBCIS-SIS80
131.98.18.32,NA,NA,,ESI-PRIM
60.196.196.221,3786,"LGDACOM LG DACOM Corporation, KR",KR,BORANET-KR
216.163.204.89,46479,"PREFERRED-NETWORKS, US",,PYRAMIDNET-SLASH20-2007
151.248.107.184,8529 59605,,kw,ZOI
194.237.244.174,3301,"TELIANET-SWEDEN Telia Company, SE",SE,SE-SWEDISHLAPLANDVISITORSBOARD
149.251.212.175,NA,NA,FR,EDF-NET03
100.178.38.136,21928,"T-MOBILE-AS21928, US",,CORE2
125.68.54.14,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-SC
212.193.160.126,31344,"IPPE Physical and Energy Institute, RU",RU,IPPE
218.201.194.28,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET-guizhou
98.19.205.112,7029,"WINDSTREAM, US",,98-19-205-112
141.63.79.243,680,"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",DE,DE-GOVERNMENT-19920127
88.192.37.152,1759,"TSF-IP-CORE Telia Finland Oyj, FI",FI,TELIA-FINLAND-BBNET
169.253.107.183,6966,"USDOS, US",,DOS-US
189.229.253.58,8151,"UNINET, MX",,189.224.0.0 - 189.239.255.255
214.235.196.38,749,"DNIC-AS-00749, US",,DNIC-NET-214
24.80.10.8,6327,"SHAW, CA",,SHAW-COMM
205.16.75.19,749,"DNIC-AS-00749, US",,DNIC-SNET-205-000
206.182.146.64,3300,"BT, GB",,BT-IP-ICG-GIIB-BLK15
56.226.57.90,NA,NA,,USPS1
184.66.221.140,6327,"SHAW, CA",,SHAW-COMM
34.1.133.49,15169,"GOOGLE, US",,GOOGL-2
208.239.182.70,701,"UUNET, US",,UU-208-239-182
56.241.142.217,16509,"AMAZON-02, US",,AMAZO-4
97.87.29.49,20115,"CHARTER-20115, US",,CHRR-97-87-29-0
194.209.202.50,212777,"MOBILIAR, CH",CH,MOBILIAR-NET
44.119.103.3,7377,"UCSD, US",,AMPRNET
53.67.85.24,31399,"DAIMLER-AS ITTTN Global Network, DE",DE,MERCEDES-BENZ-NET1
212.201.38.30,680,"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",DE,HSW-NET
182.156.38.35,NA,NA,IN,TATA-DOCOMO-IN
145.31.236.209,42894,"MINVENW-RWS MinVenW-Rijkswaterstaat Backbone, NL",NL,NL-MINVENW-19920101
48.191.229.126,NA,NA,,PRU48
210.230.140.44,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-NET
187.82.41.127,26615,"TIM SA, BR",BR,133518
196.132.9.144,36935,"Vodafone-, EG",EG,
97.146.157.55,6167,"CELLCO-PART, US",,WIRELESSDATANETWORK
193.255.249.97,8517,"ULAKNET, TR",TR,SELCUK-NET
150.212.147.233,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
213.225.20.207,8447,"A1TELEKOM-AT A1 Telekom Austria AG, AT",AT,AT-TELEKOM-991110
88.211.59.174,NA,NA,GB,UK-CSILTD-20051130
208.168.145.132,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,PICNIC-SPACE
137.86.139.10,14977,"STATE-OF-WYOMING-ASN, US",,WHECN-EWC
183.30.235.204,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GD
189.16.139.198,4230,"CLARO S.A., BR",BR,86814
91.109.43.224,59402,"VIROCOM, GB",GB,UK-VIROCOM-20120618
118.199.27.243,4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,NBLnet
151.215.210.219,21693,"BGP-ASN-21693, US",,XCELEN-2
154.87.21.54,35916,"MULTA-ASN1, US",US,
55.116.178.16,721,"DNIC-ASBLK-00721-00726, US",,CONUS-RCAS
87.124.160.154,15704,"XTRA Telecom, ES",ES,ES-MUNDITELECOM-20050808
218.123.193.20,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTECH
